processed_text,airline_sentiment
redeem aadavantage miles lan flights,neutral
tried no less 8 times today get touch service desk beginning 8 30 est no luck help,negative
put hold 5 5 hrs got call back 11 20 pm wait hold another hour,negative
lost customer today flight today cancelled flightled find calling customer service yesterday,negative
called regarding bag came yesterday no one notified updated online record locator customerservice,negative
realize customer service leaves much desired folks handling calls could care less shows,negative
unacceptable clear losing one customer not matter american many bankruptcies take,negative
another airline accommodating customers unable simply change passengers notice simply,negative
probability flight 1330 dfw dtw delayed cancelled flighted,neutral
thank 👍 👍 👍,positive
uhmmm need dallas tx tour 😫 😫 😫,neutral
way reserve dog flight without speaking representative booted helpline,negative
calling 3 straight days no one picks sure storms also customers holler,negative
tell luggage flight 1644 sna dfw flight mke cancelled flightled got rebooked ord,negative
gtsvyb says cancelled flightled try check,negative
thank processing refund,positive
good would expect cannot get phone make changes change online,negative
us 728 feb 21 unprofessional unprepared unsympathetic lacked communication lacked solutions,negative
thanks asking second plane maintenance issue flight ord lit sitting gate warm plane,positive
hey ho not losing money next make sure stick flyers right booklet,negative
please dm,neutral
trying 20 hrs reach agent must make change cannot done web 11 59 pst cancelled flight revs ystday,negative
oh losing luggage ridiculous angrybird smybag,negative
great job great service sdf weekend winter storm,positive
please get together find husbands luggage ruining ski trip aspen 3rd day no luggage,negative
not worry took good care loss gain,negative
welcome anyone works conditions deserves thank even though side atlantic lol xx,positive
could check swu typo last post space aa199 mxp jfk feb 28th thanks,neutral
could check svu space aa199 mxp jfk feb 28th thanks,neutral
thanks gang mind ask handle social media house,positive
sure frustrating stranded airport fate hands,negative
thanks telling flight got cancelled flightled not missing luggage thanks fam,negative
yes thanks,positive
77min still hold chg award travel sorrynotsorry,negative
people phone cannot see 800 difference poor process,negative
got new reservation tomorrow thanks,positive
couple questions available pm,neutral
friends flight 386 jax dfw cancelled flighted,neutral
still not taking calls storm ended 2 days ago like pats doyourjob,negative
90 dollar rt ticket chicago yes please,positive
let us extraordinary week make year remember goingforgreat 2015 thanks much american airlines,positive
not helpful,negative
expect us spend hard earn fly make exceptions extra call volume however never make acpt,negative
friend told able use credit airline towards one flights told could not,neutral
hour half landing bags finally trickling,negative
well spelled name wrong,neutral
2 hours no not patient not call back feature pay someone answer phone not tweet onhold,negative
please something boarding dca 35x many delays buses planes tarmac despite empty gates disorganized mess,negative
no standby line update online app either troubling,negative
no cancelled flight trip instead 25 future trip voucher 25 drink coupon would better wakinginmemphis,negative
thanks sent dm,positive
unbelievable cannot even wait hold speak human resolve issue system simply hangs,negative
